关键词,公司名称,法人,登记状态,成立日期,统一社会信用代码,注册资本,实缴资本,工商注册号,纳税人识别号,组织机构代码,行业,注册地址,经营范围
数据审计,合肥鑫山会计服务有限公司,王成玉,存续,2015-08-27,913401003551536121,10万人民币,-,340100001354368,913401003551536121,35515361-2,商务服务业,合肥市包河经济开发区花园大道17号互联网产业园1号楼6层016室,代理记账；工商注册登记事务代理；审计信息咨询；税务咨询；教育信息咨询；商务信息咨询；企业管理及咨询；信息技术、计算机软硬件技术开发及销售；数据采集、存储、开发、处理、应用、服务；数据服务平台建设；网站开发及运营；网络科技领域内的技术开发、技术咨询、技术服务；广告设计、制作及发布；贷款事务代理；品牌运营及策划。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安徽省慧天企业管理咨询有限公司,易龙飞,存续,2020-09-18,91340403MA2W854U8D,500万人民币,-,340403000051369,91340403MA2W854U8D,MA2W854U-8,商务服务业,安徽省淮南市田家庵区舜耕中路南侧12号,企业管理咨询，会计服务，审计服务，税务代理，数据处理服务，代理企业工商注册登记，企业资质代理，工程招标代理，企业营销策划，税务信息咨询，商务信息咨询（不含金融、投资类），食品、日用百货、电脑耗材、办公用品、劳保用品、包装材料、工艺礼品（不含文物）、五金、电子产品、通讯器材、建筑材料、装饰材料、酒店设备、计算机软硬件及配件的销售，国内户外广告设计、制作、发布及代理，计算机网络技术开发、技术服务、技术咨询，房地产经纪，会务会展服务，计算机软件研发及销售，科技项目申报咨询，图文设计，企业形象策划，科技成果转让，住房租赁，刻章。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安庆互连众信信息科技有限公司,杨亚妹,存续,2020-06-12,91340802MA2UWT7R7F,1000万人民币,-,340802000010918,91340802MA2UWT7R7F,MA2UWT7R-7,科技推广和应用服务业,安徽省安庆市迎江区绿地紫峰大厦B座12层,网络信息技术、计算机领域内的技术开发、技术转让和技术服务；企业管理咨询；财务、法律知识咨询服务；为企业提供审计报告；数据和图文处理服务；接受金融机构委托从事金融信息技术外包；接受金融机构委托从事金融业务流程外包；接受金融机构委托从事金融知识流程外包；接受银行委托对信用卡信息进行提醒服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安徽沃土财税咨询有限公司,潘国俊,存续,2018-05-15,91340500MA2RPQ6Q3M,500万人民币,-,340500000327802,91340500MA2RPQ6Q3M,MA2RPQ6Q-3,商务服务业,合肥市高新区创新大道2800号创新产业园二期G2栋9层东区,税务筹划，税务咨询，税务代理，代理记账，会计知识研究，税务知识研究，企业管理咨询（不含投资咨询），教育信息咨询，会议服务，软件技术开发，数据处理，教育科技开发，不动产出租，汽车租赁，招标代理，人事代理，劳务代理，市场调查，会计税务审计第三方评估，会计服务外包，社会人文科学研究，档案管理，基础软件服务，应用软件服务，软件开发，销售电子计算机、软件及辅助设备，销售财税书刊。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,鼎信数智技术集团股份有限公司芜湖分公司,廉明亮,存续,2014-07-18,91340207399898915U,-,-,340200000204234,91340207399898915U,39989891-5,专业技术服务业,芜湖市鸠江区城市之光B2地块二期12#楼722室（申报承诺）,工程项目管理及咨询；工程造价、工程技术、节能技术、勘察设计咨询；BIM咨询；编制工程概算、预算；工程结算、决算审计；工程绩效、项目安全、环境影响、交通影响评价；环境、工程、节能、地质灾害危险性评估；市政工程规划；工程监理；水土保持方案编制；采购招标代理；工程招标代理；工程咨询；城镇规划的编制与评估；建设投资信息化技术研发；工程大数据开发应用；建设工程互联网管理平台开发应用。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安徽惠丰科技有限公司,姚宏伟,存续,2011-04-18,9134010057303171X8,2000万人民币,100万人民币,340100000511368,9134010057303171X8,57303171-X,软件和信息技术服务业,安徽省合肥市高新区天智路5号同创科技园2号楼8楼,软件技术开发；电子信息末梢终端运维外包服务；电子信息核心基础架构运维外包服务；信息安全运维外包服务；软件开发服务；软件产品销售；数据中心运维外包服务；桌面运维外包服务；计算机及信息系统软硬件运维服务；数据中心安全整改服务；数据中心信息系统安全运维服务；信息系统安全托管监控服务；信息系统安全集成服务；信息系统安全应急处理服务；信息系统灾难备份与恢复服务；网络安全审计服务；软件安全开发服务；信息系统安全风险评估；安全体系设计；安全规划；安全策略制定；安全建设与信息安全集成；计算机、打印机、网络设备、办公外设整机及零配件销售与维修；办公用品、办公耗材的研发与销售；计算机网络集成及技术服务；技术防范工程设计、施工及维修；机房建设、机房装修；计算机、打印机、电子信息末梢终端设备租赁；综合布线工程设计及施工；安防、监控设备销售、安装和施工；信息系统集成咨询、建设及售后服务；数码产品开发、代理、销售与售后服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安徽省企业管家大数据服务有限公司,王靖,,2019-12-19,91340100MA2UE53H68,3001万人民币,-,340100002207131,91340100MA2UE53H68,MA2UE53H6,-,安徽省合肥市庐阳区清河路868号庐阳大数据产业园22号楼一楼西侧1006室,大数据服务；商务信息咨询；互联网数据服务；企业管理；创业咨询服务；科技会展服务；数据安全软件开发；会计、审计服务；教育信息咨询；企业资质代理服务；职业中介服务；物业管理；人力资源服务（除劳务派遣）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安徽杰仕达配送服务外包有限公司,李艳,存续,2019-11-19,91340881MA2UAQYXXX,1000万人民币,-,340881000172196,91340881MA2UAQYXXX,MA2UAQYX-X,其他服务业,安徽省宿州市高新区阿尔法数字科技产业园2楼202室,以服务外包形式从事装卸、搬运、仓储、配送、物流辅助、普通货物运输服务；以服务外包形式从事数据处理、企业业务流程处理、会计审计服务、法律咨询服务、互联网信息服务、网络技术服务；以服务外包形式从事供应链管理服务、物业管理、代驾服务；以服务外包形式从事礼仪服务、展览展示服务、包装服务、会议服务、翻译服务、企业管理和咨询服务、保洁服务；人力资源信息咨询服务；职业中介服务；商务信息服务；市场营销策划；市场推广服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安庆爱才产业园管理有限公司,徐越,存续,2020-05-27,91340207MA2UU25335,100万人民币,-,340207000139467,91340207MA2UU25335,MA2UU253-3,商务服务业,安徽省安庆市迎江区绿地缤纷城9栋北侧206-1,人力资源产业园运营管理；为电子商务集群企业提供住所代理服务；孵化器运营与管理；其他人力资源服务；财务信息咨询；法律咨询服务；企业管理咨询；社会经济咨询；经济与商务咨询服务；市场营销策划；企业形象策划咨询；科技会展服务；品牌策划服务；物业管理；记账服务；税务事务代理；会计、审计及税务服务；税务代办服务；企业登记和信息公示代理；代理汽车上牌、退牌、汽车年审、保险申请手续；信息科技领域内的技术开发、技术服务、技术转让；数据处理服务；信息处理和存储支持服务；互联网信息服务（涉及前置许可的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
数据审计,亳州市佰税杰会计服务有限公司,李康,存续,2018-09-21,91341600MA2T3DC567,10万人民币,-,341600000319234,91341600MA2T3DC567,MA2T3DC5-6,商务服务业,安徽省亳州市谯城区魏武大道古井城市广场902室,代理记账机构接受委托办理会计业务，会计服务业务、接受委托从事审计和会计咨询，商标代理、商标转让，数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外），专利服务，打字复印，平面设计，企业管理咨询，财务软件及办公设备维修销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,安徽源策信息科技有限公司,魏欣,存续,2019-11-25,91340111MA2UB9XK6H,500万人民币,-,340172000309381,91340111MA2UB9XK6H,MA2UB9XK-6,科技推广和应用服务业,安徽省合肥市经济技术开发区宝塔路以西、齐云路以北综合厂房611室,互联网数据服务，基础软件服务，信息系统集成服务，项目策划与公关服务，职业中介服务，会计、审计及税务服务，环境保护法律咨询服务，网络与信息硬件销售，应用类硬件产品销售，技术转让，技术咨询，企业管理咨询，计算机软硬件技术开发、技术咨询、技术服务，国内广告设计、制作、代理、发布（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据审计,合肥梁鑫丰硕农业科技有限公司,梁修伟,存续,2018-10-26,91340121MA2T68QP1Q,1000万人民币,-,340121000164930,91340121MA2T68QP1Q,MA2T68QP-1,农业,长丰县庄墓镇金桥村,农业技术推广、农业科技开发；粮食收购、储存、中转及农副产品购销；水产养殖；蔬菜、水果、花卉、苗木种植；农业项目咨询服务；种子、农药(除专项许可)、农副产品、初级农产品、预包装食品、肥料销售销售；农产品种植、收购、销售；广告、计算机网络上的在线广告、组织商业或广告展览；商业管理、进出口代理、市场营销、人事管理咨询；在计算机数据库中更新和维护数据、商业审计。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
